NoOfCores	runtime_per_iter	Speedup
8	25.386406425	1
16	19.757614018374557	1.2848923155088805
32	17.335292964516128	1.464434808051056
64	19.549201696747968	1.2985904395893086
128	24.643219225438596	1.0301578780257017
256	33.73553020952381	0.7525124480727211
