NoOfCores	runtime_per_iter	Speedup
8	11.843654857049891	1
16	7.570252003491271	1.5644994184589627
64	7.229106332575758	1.638329042648063
128	5.532360534705882	2.140795919346124
256	9.312629908394161	1.2717841225897242
