0,0.01
0.0001,0.0099998
0.0002,0.0099993
0.0003,0.0099984
0.0004,0.0099972
0.0005,0.0099956
0.0006,0.0099937
0.0007,0.0099915
0.0008,0.009989
0.0009,0.0099861
0.001,0.009983
0.0011,0.0099795
0.0012,0.0099757
0.0013,0.0099716
0.0014,0.0099672
0.0015,0.0099625
0.0016,0.0099575
0.0017,0.0099522
0.0018,0.0099466
0.0019,0.0099407
0.002,0.0099345
0.0021,0.009928
0.0022,0.0099213
0.0023,0.0099143
0.0024,0.0099069
0.0025,0.0098993
0.0026,0.0098915
0.0027,0.0098833
0.0028,0.0098749
0.0029,0.0098662
0.003,0.0098572
0.0031,0.009848
0.0032,0.0098385
0.0033,0.0098288
0.0034,0.0098187
0.0035,0.0098085
0.0036,0.0097979
0.0037,0.0097871
0.0038,0.0097761
0.0039,0.0097648
0.004,0.0097532
0.0041,0.0097414
0.0042,0.0097294
0.0043,0.0097171
0.0044,0.0097045
0.0045,0.0096918
0.0046,0.0096787
0.0047,0.0096655
0.0048,0.009652
0.0049,0.0096382
0.005,0.0096243
0.0051,0.00961
0.0052,0.0095956
0.0053,0.0095809
0.0054,0.009566
0.0055,0.0095509
0.0056,0.0095356
0.0057,0.00952
0.0058,0.0095042
0.0059,0.0094882
0.006,0.009472
0.0061,0.0094555
0.0062,0.0094388
0.0063,0.009422
0.0064,0.0094049
0.0065,0.0093876
0.0066,0.00937
0.0067,0.0093523
0.0068,0.0093344
0.0069,0.0093163
0.007,0.0092979
0.0071,0.0092794
0.0072,0.0092606
0.0073,0.0092417
0.0074,0.0092225
0.0075,0.0092032
0.0076,0.0091837
0.0077,0.0091639
0.0078,0.009144
0.0079,0.0091239
0.008,0.0091036
0.0081,0.0090831
0.0082,0.0090624
0.0083,0.0090416
0.0084,0.0090205
0.0085,0.0089993
0.0086,0.0089779
0.0087,0.0089563
0.0088,0.0089345
0.0089,0.0089126
0.009,0.0088904
0.0091,0.0088681
0.0092,0.0088457
0.0093,0.008823
0.0094,0.0088002
0.0095,0.0087772
0.0096,0.0087541
0.0097,0.0087308
0.0098,0.0087073
0.0099,0.0086837
0.01,0.0086599
0.0101,0.0086359
0.0102,0.0086118
0.0103,0.0085875
0.0104,0.008563
0.0105,0.0085385
0.0106,0.0085137
0.0107,0.0084888
0.0108,0.0084638
0.0109,0.0084386
0.011,0.0084132
0.0111,0.0083877
0.0112,0.0083621
0.0113,0.0083363
0.0114,0.0083103
0.0115,0.0082843
0.0116,0.0082581
0.0117,0.0082317
0.0118,0.0082052
0.0119,0.0081786
0.012,0.0081518
0.0121,0.0081249
0.0122,0.0080979
0.0123,0.0080707
0.0124,0.0080434
0.0125,0.008016
0.0126,0.0079885
0.0127,0.0079608
0.0128,0.007933
0.0129,0.0079051
0.013,0.007877
0.0131,0.0078488
0.0132,0.0078205
0.0133,0.0077921
0.0134,0.0077636
0.0135,0.007735
0.0136,0.0077062
0.0137,0.0076773
0.0138,0.0076483
0.0139,0.0076193
0.014,0.00759
0.0141,0.0075607
0.0142,0.0075313
0.0143,0.0075018
0.0144,0.0074721
0.0145,0.0074424
0.0146,0.0074126
0.0147,0.0073826
0.0148,0.0073526
0.0149,0.0073224
0.015,0.0072922
0.0151,0.0072619
0.0152,0.0072314
0.0153,0.0072009
0.0154,0.0071703
0.0155,0.0071396
0.0156,0.0071088
0.0157,0.0070779
0.0158,0.0070469
0.0159,0.0070158
0.016,0.0069847
0.0161,0.0069534
0.0162,0.0069221
0.0163,0.0068907
0.0164,0.0068592
0.0165,0.0068277
0.0166,0.006796
0.0167,0.0067643
0.0168,0.0067325
0.0169,0.0067006
0.017,0.0066687
0.0171,0.0066367
0.0172,0.0066046
0.0173,0.0065724
0.0174,0.0065402
0.0175,0.0065079
0.0176,0.0064755
0.0177,0.0064431
0.0178,0.0064106
0.0179,0.006378
0.018,0.0063454
0.0181,0.0063127
0.0182,0.0062799
0.0183,0.0062471
0.0184,0.0062143
0.0185,0.0061813
0.0186,0.0061484
0.0187,0.0061153
