   2.5863819904066120e-02	   2.0597075459992958e-01	
   1.6687626614548350e+00	   4.7528953552341813e-01	
   4.0118610053019994e+00	   7.5384571061429650e-01	
   5.7638945701376540e+00	   9.8738757573270275e-01	
   7.7580361057794596e+00	   1.4180419322398332e+00	
   8.7459306745449918e+00	   1.8751564573938260e+00	
   9.5593794947204955e+00	   2.4127976983559418e+00	
   1.0176046195651619e+01	   2.9682700867272236e+00	
   1.0616438439284170e+01	   3.3535221853067148e+00	
   1.1122468263348386e+01	   3.7388007348831480e+00	
   1.1933957752764735e+01	   4.0077844698453564e+00	
   1.2567409387199277e+01	   3.8647561596158555e+00	
   1.3134439708898494e+01	   3.6142383959894482e+00	
   1.3897076551386601e+01	   3.1846949813539314e+00	
   1.4638487310650540e+01	   2.8446952517194029e+00	
   1.5358476053614391e+01	   2.5673734564858726e+00	
   1.6122223183532682e+01	   2.2900692952503032e+00	
   1.6930251188607862e+01	   2.0844247696126730e+00	
   1.7891368236998282e+01	   1.8698867127679129e+00	
   1.9071473153236841e+01	   1.6823025765129531e+00	
   2.0011233496352485e+01	   1.5393977042691875e+00	
