   2.2425908828853416e-01	   1.1288547365536500e-07	
   1.3767996161893872e+00	  -1.6282923249972842e-04	
   2.4650357403472798e+00	  -3.5096093759449118e-04	
   3.5531710739036941e+00	  -5.5167130975370760e-04	
   4.8339172468845604e+00	  -7.1454892174214460e-04	
   6.1785646612024676e+00	  -9.0255161486701724e-04	
   7.5233128661218567e+00	  -1.0779756409274336e-03	
   8.5481517019500934e+00	  -1.1780889295634951e-03	
   9.0597647950523896e+00	  -1.3287749103971552e-03	
   9.5068719032087703e+00	  -1.5298078124811017e-03	
   1.0144473248158551e+01	  -1.9571599627477938e-03	
   1.0653364995020942e+01	  -2.4474699543217005e-03	
   1.0907256520144010e+01	  -2.7618076189631475e-03	
   1.1160744882861160e+01	  -3.1264599518624099e-03	
   1.1671652441753107e+01	  -3.3651966021472439e-03	
   1.2122287220961219e+01	  -3.1259761569753155e-03	
   1.2061913650675896e+01	  -2.6605977285830053e-03	
   1.2323263680308337e+01	  -2.0441140304548874e-03	
   1.2584815291143727e+01	  -1.4024729981978639e-03	
   1.3105499538379041e+01	  -4.2107894323070152e-04	
   1.3110740649655897e+01	   2.3301174412088382e-04	
   1.3562584916081743e+01	   6.2317619406625484e-04	
   1.3695628510032698e+01	   1.2270167191449736e-03	
   1.3827764988570340e+01	   1.7176492406436100e-03	
   1.3896101016372425e+01	   2.2459855103431322e-03	
   1.4672793391361839e+01	   3.1771939090223722e-03	
   1.5058216651413684e+01	   3.2780167634928400e-03	
   1.6209043739089413e+01	   2.9012373054237445e-03	
   1.7230153322662968e+01	   2.3357133354029022e-03	
   1.8827381984284727e+01	   1.6698503057986855e-03	
   2.0362422844794565e+01	   1.2429496974266157e-03	
   2.1385346659194720e+01	   9.0384173456593483e-04	
   2.3370417555303806e+01	   6.4068956897907203e-04	
   2.5164591052213556e+01	   5.5354198331713893e-04	
   2.7151677760352207e+01	   5.4196315901934751e-04	
   2.9909409407391578e+01	   7.0687270953358108e-04	
   3.1769499957667946e+01	   8.4617338402428587e-04	
   3.3757896943625802e+01	   9.9811723156439155e-04	
   3.6771435137216308e+01	   1.0876837916617942e-03	
   4.0297795911126890e+01	   1.1775083756989839e-03	
   4.3119227218300352e+01	   1.2921355109478750e-03	
   4.4209075992081893e+01	   1.3052624788843694e-03	
   4.7478622313426527e+01	   1.3446433826938501e-03	
   5.0043138377432584e+01	   1.3962481706505832e-03	
