   1.2825115786636226e-02	  -4.9761101550398157e-01	
   2.0244602321006872e-01	  -4.5417955083966022e-01	
   4.0537414075670092e-01	  -4.0741171207950988e-01	
   6.0499596626902385e-01	  -3.4914236823959344e-01	
   8.0295507419916357e-01	  -2.9087888454153132e-01	
   1.0009305905264951e+00	  -2.2274692196049045e-01	
   1.0891229907038626e+00	  -1.8131767242979002e-01	
   1.1224757927306903e+00	  -1.2198959629482714e-01	
   1.0045732547032526e+00	  -3.1944609939190793e-02	
   8.3838353847085534e-01	   1.6811770290253381e-02	
   6.0404974869758399e-01	   8.1775349508627637e-02	
   3.9963393647215567e-01	   1.4026542535839714e-01	
   2.0851986490419666e-01	   1.9880238234300240e-01	
   9.2225349801634271e-02	   2.5595829923056412e-01	
  -2.0713648075040947e-02	   3.3121814768729552e-01	
  -5.0500358445343257e-02	   4.1663948211973134e-01	
  -5.4757165488451554e-03	   4.9574553701363311e-01	
