  -1.1095728827211783e-02	  -9.1616579408714677e-05	
   1.8479338899406170e+00	  -4.3196525841951092e-04	
   4.6478130318481590e+00	  -1.3081864287287151e-03	
   7.2461595975493838e+00	  -2.2786359423090305e-03	
   8.0077362835453805e+00	  -2.5425777255804298e-03	
   9.0373516373028213e+00	  -8.8211044176363801e-04	
   9.5535590830489738e+00	  -3.8018575957091821e-03	
   9.8239876000962845e+00	  -8.2798547654448114e-03	
   1.0005104035260524e+01	  -1.3490784570450175e-02	
   1.0320154452545280e+01	  -1.7510852476310609e-02	
   1.0814545988381923e+01	  -2.1985776982678701e-02	
   1.1216313794039380e+01	  -1.8321728339003519e-02	
   1.1393504048233993e+01	  -1.3014419326369743e-02	
   1.1637712504544989e+01	  -7.2488737835240194e-03	
   1.1814288226066092e+01	  -2.9523173856413343e-04	
   1.1969252881902188e+01	   4.5544552765311719e-03	
   1.2168873578679822e+01	   9.7706086092613498e-03	
   1.2457806357340507e+01	   1.5719694577261259e-02	
   1.2881936324172816e+01	   1.9475513433513530e-02	
   1.4093111942247589e+01	   1.4736032611200538e-02	
   1.4900539593828048e+01	   1.1637354027152089e-02	
   1.5931998545606016e+01	   8.3588222139905216e-03	
   1.7098040152882074e+01	   4.5333563214074168e-03	
   1.8084467515973589e+01	   1.8944505992547073e-03	
   1.8913608655351304e+01	   6.2533820634983611e-04	
   2.0033867578451073e+01	  -5.4831677793690942e-04	
