X,T
0.001451378809869397, 1.6032065976696557
0.026124818577648784, 1.553579906251393
0.056603773584905676, 1.487941154243394
0.09579100145137881, 1.4062949922586672
0.12772133526850513, 1.345464974101899
0.15529753265602322, 1.2862301162071927
0.20174165457184326, 1.202993444573413
0.25108853410740206, 1.1277721044605193
0.316400580551524, 1.0493720703560239
0.36139332365747456, 1.0174014312261537
0.41944847605224966, 0.9918602645811253
0.4629898403483309, 0.9855214790499575
0.5312046444121916, 0.9824264960925164
0.6168359941944848, 0.9857679615394306
0.7082728592162555, 0.9843123196676363
0.7474600870827287, 0.9763644220353797
0.7735849056603775, 0.9635891880998565
0.8069666182873731, 0.9396106274258277
0.8316400580551525, 0.9156181149127721
0.8664731494920174, 0.8644055644584654
0.9013062409288825, 0.7875588350989516
0.9216255442670537, 0.7283123506717231
0.9404934687953556, 0.6658592685748391
0.9521044992743107, 0.6290287388506399
0.9695210449927433, 0.5585626505393744
0.9854862119013063, 0.47848141983215164
0.9992743105950653, 0.40160097352832347
