"x","y"
-5,0.0027603
-4.9706,0.0042895
-4.9412,0.0027462
-4.9118,0.0011951
-4.8824,0.002706
-4.8529,0.0011305
-4.8235,0.0026475
-4.7941,0.0041633
-4.7647,0.0025639
-4.7353,0.0041004
-4.7059,0.0024551
-4.6765,0.00080676
-4.6471,0.0023372
-4.6176,0.00065079
-4.5882,0.00221
-4.5588,0.0037695
-4.5294,0.0020672
-4.5,0.0036596
-4.4706,0.0019199
-4.4412,0.00018155
-4.4118,0.001779
-4.3824,2.5739e-05
-4.3529,0.0016442
-4.3235,0.0032685
-4.2941,0.0015189
-4.2115,0
-4.2059,-0.00033223
-4.2,0
-4.2647,0.0031626
-4.2353,0.0014131
-4.1765,0.0013236
-4.1537,0
-4.1471,-0.00038833
-4.1401,0
-4.1176,0.0012585
-4.0882,0.0029181
-4.0588,0.0012318
-3.9776,0
-3.9706,-0.0003915
-3.9637,0
-4.0294,0.0028829
-4,0.0012425
-3.9412,0.0012728
-3.917,0
-3.9118,-0.0002749
-3.9068,0
-3.8824,0.0013402
-3.8529,0.0029723
-3.8235,0.0014662
-3.7941,0.0030551
-3.7647,0.0016313
-3.7353,0.00021487
-3.7059,0.001808
-3.6765,0.00051794
-3.6471,0.0020251
-3.6176,0.0035498
-3.5882,0.0023016
-3.5588,0.003749
-3.5294,0.0025931
-3.5,0.001441
-3.4706,0.0028754
-3.4412,0.0018624
-3.4118,0.0031907
-3.3824,0.0045314
-3.3529,0.0035431
-3.3235,0.004777
-3.2941,0.0038589
-3.2647,0.0029357
-3.2353,0.0041327
-3.2059,0.0033307
-3.1765,0.0044266
-3.1471,0.0055268
-3.1176,0.0047184
-3.0882,0.0056878
-3.0588,0.0049059
-3.0294,0.0041117
-3,0.0050195
-2.9706,0.0043209
-2.9412,0.0051455
-2.9118,0.0059646
-2.8824,0.0052293
-2.8529,0.0059054
-2.8235,0.0051556
-2.7941,0.00439
-2.7647,0.004994
-2.7353,0.0043073
-2.7059,0.0048523
-2.6765,0.0053889
-2.6471,0.0046531
-2.6176,0.0050535
-2.5882,0.0042864
-2.5588,0.0035094
-2.5294,0.0038539
