"x","y"
-5,-5.6213e-08
-4.9903,0
-4.9706,1.1434e-07
-4.9412,8.545e-08
-4.9118,5.7247e-08
-4.8824,2.2983e-07
-4.7732,0
-4.7647,-5.1737e-08
-4.8529,4.9924e-08
-4.8235,8.818e-08
-4.7941,1.2688e-07
-4.7575,0
-4.7353,1.5831e-07
-4.7059,1.1525e-07
-4.6765,7.3708e-08
-4.6471,2.8819e-07
-4.5297,0
-4.5294,-2.2768e-09
-4.6176,5.3955e-08
-4.5882,1.3828e-07
-4.5588,2.2497e-07
-4.5292,0
-4.5,3.2938e-07
-4.4706,2.5968e-07
-4.4412,1.9649e-07
-4.4118,5.475e-07
-4.3824,2.0369e-07
-4.3529,3.7888e-07
-4.3235,5.4011e-07
-4.2941,1.5405e-07
-4.22,0
-4.2059,-1.8821e-07
-4.1878,0
-4.2647,5.6403e-07
-4.2353,2.0508e-07
-4.1765,1.1857e-07
-4.1725,0
-4.1471,-7.6467e-07
-4.1176,-5.2955e-07
-4.0882,-2.5407e-07
-4.0588,-1.0153e-06
-4.0374,0
-4.0294,3.8113e-07
-4,7.4084e-07
-3.9706,1.4671e-06
-3.9412,3.9625e-06
-3.9118,4.9295e-06
-3.8824,7.701e-06
-3.8529,1.048e-05
-3.8235,1.1468e-05
-3.7094,0
-3.7059,-4.5469e-07
-3.7941,1.2885e-05
-3.7647,9.0144e-06
-3.7353,3.3922e-06
-3.6765,-1.357e-05
-3.6471,-2.2631e-05
-3.6176,-3.3412e-05
-3.5882,-5.1679e-05
-3.5588,-5.6663e-05
-3.5294,-5.9377e-05
-3.5,-5.5624e-05
-3.4706,-4.1193e-05
-3.4412,-1.2483e-05
-3.4337,0
-3.4118,3.6911e-05
-3.3824,9.8161e-05
-3.3529,0.00016236
-3.3235,0.00023862
-3.2941,0.00027606
-3.2647,0.00030314
-3.2353,0.00034814
-3.1306,0
-3.1176,-8.3289e-05
-3.2059,0.00030084
-3.1765,0.00022723
-3.1471,0.00010617
-3.0882,-0.00029976
-3.0588,-0.00055005
-3.0294,-0.00081884
-3,-0.0010908
-2.9706,-0.0013101
-2.9412,-0.0013398
-2.9118,-0.0012789
-2.8824,-0.001225
-2.8529,-0.00087373
-2.8235,-0.00049163
-2.796,0
-2.7941,3.3059e-05
-2.7647,0.00080759
-2.7353,0.0015199
-2.7059,0.0022943
-2.6765,0.0030595
-2.6471,0.0037435
-2.6176,0.004318
-2.5882,0.0044022
-2.5588,0.0042635
-2.5294,0.0041628
-2.5,0.0034595
-2.4706,0.0028708
-2.4412,0.0020252
-2.4118,0.00053945
-2.3984,0
-2.3824,-0.00064188
-2.3529,-0.0022233
-2.3235,-0.003844
-2.2941,-0.0051298
-2.2647,-0.0067042
-2.2353,-0.0073818
-2.2059,-0.0078692
-2.1765,-0.0088533
-2.1471,-0.0088127
-2.1176,-0.009452
-2.0882,-0.0098339
-2.0588,-0.0089919
-2.0294,-0.0089501
-2,-0.0075847
-1.9706,-0.0060802
-1.9412,-0.0055932
-1.9118,-0.0037131
-1.8824,-0.0034095
-1.8529,-0.0030533
-1.8235,-0.00095573
-1.7941,-0.00078274
-1.7838,0
-1.7647,0.0014319
-1.7353,0.0036158
-1.7059,0.0036158
-1.6765,0.0058548
-1.6471,0.0053991
-1.6176,0.004897
-1.5882,0.006886
-1.5588,0.0060665
-1.5294,0.0082355
-1.5,0.010354
-1.4706,0.009225
-1.4412,0.011206
-1.4118,0.0096171
-1.3824,0.0080249
-1.3529,0.0098235
-1.3235,0.0081124
-1.2941,0.010123
-1.2647,0.012127
-1.2353,0.01022
-1.2059,0.012002
-1.1765,0.0097933
-1.1471,0.0076373
-1.1176,0.0093432
-1.0882,0.0072651
-1.0588,0.0091451
-1.0294,0.011061
-1,0.0088942
-0.97059,0.01045
-0.94118,0.0081671
-0.91176,0.0059706
-0.88235,0.0074807
-0.85294,0.0055168
-0.82353,0.0071233
-0.79412,0.0088088
-0.76471,0.006843
-0.73529,0.008067
-0.70588,0.0061627
-0.67647,0.0043342
-0.64706,0.0055285
-0.61765,0.004052
-0.58824,0.0052533
-0.55882,0.0065327
-0.52941,0.0050736
-0.5,0.0059367
-0.47059,0.0045629
-0.44118,0.0031835
-0.41176,0.0040342
-0.38235,0.0030039
-0.35294,0.0038888
-0.32353,0.0047693
-0.29412,0.0037522
-0.26471,0.0041984
-0.23529,0.0033278
-0.20588,0.0025674
-0.17647,0.0030289
-0.14706,0.002658
-0.11765,0.0029976
-0.088235,0.0033747
-0.058824,0.0030498
-0.029412,0.0030616
0,0.003066
0.029412,0.0030616
0.058824,0.0030498
0.088235,0.0033747
0.11765,0.0029976
0.14706,0.002658
0.17647,0.0030289
0.20588,0.0025674
0.23529,0.0033278
0.26471,0.0041984
0.29412,0.0037522
0.32353,0.0047693
0.35294,0.0038888
0.38235,0.0030039
0.41176,0.0040342
0.44118,0.0031835
0.47059,0.0045629
0.5,0.0059367
0.52941,0.0050736
0.55882,0.0065327
0.58824,0.0052533
0.61765,0.004052
0.64706,0.0055285
0.67647,0.0043342
0.70588,0.0061627
0.73529,0.008067
0.76471,0.006843
0.79412,0.0088088
0.82353,0.0071233
0.85294,0.0055168
0.88235,0.0074807
0.91176,0.0059706
0.94118,0.0081671
0.97059,0.01045
1,0.0088942
1.0294,0.011061
1.0588,0.0091451
1.0882,0.0072651
1.1176,0.0093432
1.1471,0.0076373
1.1765,0.0097933
1.2059,0.012002
1.2353,0.01022
1.2647,0.012127
1.2941,0.010123
1.3235,0.0081124
1.3529,0.0098235
1.3824,0.0080249
1.4118,0.0096171
1.4412,0.011206
1.4706,0.009225
1.5,0.010354
1.5294,0.0082355
1.5588,0.0060665
1.5882,0.006886
1.6176,0.004897
1.6471,0.0053991
1.6765,0.0058548
1.7059,0.0036158
1.7838,0
1.7941,-0.00078274
1.8235,-0.00095573
1.7353,0.0036158
1.7647,0.0014319
1.8529,-0.0030533
1.8824,-0.0034095
1.9118,-0.0037131
1.9412,-0.0055932
1.9706,-0.0060802
2,-0.0075847
2.0294,-0.0089501
2.0588,-0.0089919
2.0882,-0.0098339
2.1176,-0.009452
2.1471,-0.0088127
2.1765,-0.0088533
2.2059,-0.0078692
2.2353,-0.0073818
2.2647,-0.0067042
2.2941,-0.0051298
2.3235,-0.003844
2.3529,-0.0022233
2.3824,-0.00064188
2.3984,0
2.4118,0.00053945
2.4412,0.0020252
2.4706,0.0028708
2.5,0.0034595
2.5294,0.0041628
2.5588,0.0042635
2.5882,0.0044022
2.6176,0.004318
2.6471,0.0037435
2.6765,0.0030595
2.7059,0.0022943
2.7353,0.0015199
2.7647,0.00080759
2.796,0
2.8235,-0.00049163
2.8529,-0.00087373
2.8824,-0.001225
2.7941,3.3059e-05
2.9118,-0.0012789
2.9412,-0.0013398
2.9706,-0.0013101
3,-0.0010908
3.0294,-0.00081884
3.0588,-0.00055005
3.0882,-0.00029976
3.1176,-8.3289e-05
3.1306,0
3.1471,0.00010617
3.1765,0.00022723
3.2059,0.00030084
3.2353,0.00034814
3.2647,0.00030314
3.2941,0.00027606
3.3235,0.00023862
3.3529,0.00016236
3.4337,0
3.4412,-1.2483e-05
3.4706,-4.1193e-05
3.3824,9.8161e-05
3.4118,3.6911e-05
3.5,-5.5624e-05
3.5294,-5.9377e-05
3.5588,-5.6663e-05
3.5882,-5.1679e-05
3.6176,-3.3412e-05
3.6471,-2.2631e-05
3.6765,-1.357e-05
3.7059,-4.5469e-07
3.7094,0
3.7353,3.3922e-06
3.7647,9.0144e-06
3.7941,1.2885e-05
3.8235,1.1468e-05
3.8529,1.048e-05
3.8824,7.701e-06
3.9118,4.9295e-06
3.9412,3.9625e-06
4.0374,0
4.0588,-1.0153e-06
3.9706,1.4671e-06
4,7.4084e-07
4.0294,3.8113e-07
4.0882,-2.5407e-07
4.1176,-5.2955e-07
4.1471,-7.6467e-07
4.1725,0
4.1765,1.1857e-07
4.1878,0
4.2059,-1.8821e-07
4.22,0
4.2353,2.0508e-07
4.2647,5.6403e-07
4.2941,1.5405e-07
4.3235,5.4011e-07
4.3529,3.7888e-07
4.3824,2.0369e-07
4.4118,5.475e-07
4.5292,0
4.5294,-2.2768e-09
4.4412,1.9649e-07
4.4706,2.5968e-07
4.5,3.2938e-07
4.5297,0
4.5588,2.2497e-07
4.5882,1.3828e-07
4.6176,5.3955e-08
4.6471,2.8819e-07
4.7575,0
4.7647,-5.1737e-08
4.6765,7.3708e-08
4.7059,1.1525e-07
4.7353,1.5831e-07
4.7732,0
4.7941,1.2688e-07
4.8235,8.818e-08
4.8529,4.9924e-08
4.8824,2.2983e-07
4.9903,0
5,-5.6213e-08
4.9118,5.7247e-08
4.9412,8.545e-08
4.9706,1.1434e-07
