"x","y"
-5,-4.5577e-06
-4.9706,-3.8162e-06
-4.9412,-4.5824e-06
-4.9118,-5.5003e-06
-4.8824,-5.2117e-06
-4.8529,-5.7568e-06
-4.8235,-3.334e-06
-4.7948,0
-4.7941,7.4746e-08
-4.7647,2.4947e-06
-4.7353,9.3502e-06
-4.7059,1.4247e-05
-4.6765,1.9906e-05
-4.6471,2.9047e-05
-4.6176,3.2138e-05
-4.5882,3.3524e-05
-4.5588,3.1816e-05
-4.5294,2.5626e-05
-4.4824,0
-4.4706,-8.4964e-06
-4.4412,-3.5047e-05
-4.4118,-6.4137e-05
-4.5,1.2673e-05
-4.3824,-9.8158e-05
-4.3529,-0.0001186
-4.3235,-0.00013533
-4.2941,-0.00015823
-4.2647,-0.0001473
-4.2353,-0.00012198
-4.2059,-7.7495e-05
-4.1765,-9.0326e-06
-4.1735,0
-4.1471,7.8896e-05
-4.1176,0.00018013
-4.0882,0.00029272
-4.0588,0.00041472
-4.0294,0.00051997
-4,0.00056333
-3.9706,0.00057576
-3.9412,0.00058801
-3.8358,0
-3.8235,-0.0001169
-3.9118,0.00049037
-3.8824,0.0003569
-3.8529,0.00016271
-3.7941,-0.00041525
-3.7647,-0.00073185
-3.7353,-0.0010607
-3.7059,-0.0013956
-3.6765,-0.0016738
-3.6471,-0.0017858
-3.6176,-0.0018097
-3.5882,-0.0018229
-3.5588,-0.0015974
-3.5294,-0.0013265
-3.5,-0.00092514
-3.4706,-0.00030667
-3.456,0
-3.4412,0.00031079
-3.4118,0.0010264
-3.3824,0.0017819
-3.3529,0.002517
-3.3235,0.0032609
-3.2941,0.0037058
-3.2647,0.0040422
-3.2353,0.0044573
-3.2059,0.0044806
-3.1765,0.0045447
-3.1471,0.0044235
-3.1176,0.003886
-3.0882,0.0034159
-3.0588,0.0025594
-3.0294,0.0015814
-3,0.00074235
-2.9821,0
-2.9706,-0.00048292
-2.9412,-0.0012616
-2.9118,-0.0020463
-2.8824,-0.0032941
-2.8529,-0.0039593
-2.8235,-0.0050972
-2.7941,-0.0061401
-2.7647,-0.0065089
-2.7353,-0.0073651
-2.7059,-0.0073212
-2.6765,-0.0071514
-2.6471,-0.007614
-2.6176,-0.0070916
-2.5882,-0.0074992
-2.5588,-0.0077848
-2.5294,-0.0068703
-2.5,-0.0070229
-2.4706,-0.0057726
-2.4412,-0.0044717
-2.4118,-0.0044489
-2.3824,-0.0028998
-2.3529,-0.0030482
-2.3235,-0.0031654
-2.2941,-0.0014722
-2.2647,-0.0017524
-2.2372,0
-2.2353,0.00012063
-2.2059,0.001975
-2.1765,0.0016056
-2.1471,0.0036125
-2.1176,0.002941
-2.0882,0.0022635
-2.0588,0.0041667
-2.0294,0.0032491
-2,0.0053322
-1.9706,0.007398
-1.9412,0.0063012
-1.9118,0.0083625
-1.8824,0.0069235
-1.8529,0.0054897
-1.8235,0.0074336
-1.7941,0.0058757
-1.7647,0.0079779
-1.7353,0.01007
-1.7059,0.008345
-1.6765,0.010317
-1.6471,0.0083312
-1.6176,0.0063736
-1.5882,0.0082551
-1.5588,0.0063291
-1.5294,0.0083198
-1.5,0.010318
-1.4706,0.0082932
-1.4412,0.010063
-1.4118,0.0079167
-1.3824,0.0058147
-1.3529,0.0075136
-1.3235,0.0056054
-1.2941,0.0073301
-1.2647,0.0090877
-1.2353,0.007155
-1.2059,0.0085569
-1.1765,0.0066487
-1.1471,0.0047814
-1.1176,0.0061145
-1.0882,0.0045957
-1.0588,0.0058677
-1.0294,0.0071911
-1,0.0056795
-0.97059,0.0066317
-0.94118,0.0051628
-0.91176,0.0037367
-0.88235,0.0046667
-0.85294,0.0035454
-0.82353,0.0044674
-0.79412,0.0054407
-0.76471,0.004319
-0.73529,0.0050319
-0.70588,0.0038831
-0.67647,0.0027753
-0.64706,0.003486
-0.61765,0.0026194
-0.58824,0.0033507
-0.55882,0.0041264
-0.52941,0.0032614
-0.5,0.0038241
-0.47059,0.0029535
-0.44118,0.0020815
-0.41176,0.0026359
-0.38235,0.0020171
-0.35294,0.0025785
-0.32353,0.0031382
-0.29412,0.0025267
-0.26471,0.0027961
-0.23529,0.0022643
-0.20588,0.0017965
-0.17647,0.0020705
-0.14706,0.0018802
-0.11765,0.0020692
-0.088235,0.0022775
-0.058824,0.0021122
-0.029412,0.0021176
0,0.0021196
0.029412,0.0021176
0.058824,0.0021122
0.088235,0.0022775
0.11765,0.0020692
0.14706,0.0018802
0.17647,0.0020705
0.20588,0.0017965
0.23529,0.0022643
0.26471,0.0027961
0.29412,0.0025267
0.32353,0.0031382
0.35294,0.0025785
0.38235,0.0020171
0.41176,0.0026359
0.44118,0.0020815
0.47059,0.0029535
0.5,0.0038241
0.52941,0.0032614
0.55882,0.0041264
0.58824,0.0033507
0.61765,0.0026194
0.64706,0.003486
0.67647,0.0027753
0.70588,0.0038831
0.73529,0.0050319
0.76471,0.004319
0.79412,0.0054407
0.82353,0.0044674
0.85294,0.0035454
0.88235,0.0046667
0.91176,0.0037367
0.94118,0.0051628
0.97059,0.0066317
1,0.0056795
1.0294,0.0071911
1.0588,0.0058677
1.0882,0.0045957
1.1176,0.0061145
1.1471,0.0047814
1.1765,0.0066487
1.2059,0.0085569
1.2353,0.007155
1.2647,0.0090877
1.2941,0.0073301
1.3235,0.0056054
1.3529,0.0075136
1.3824,0.0058147
1.4118,0.0079167
1.4412,0.010063
1.4706,0.0082932
1.5,0.010318
1.5294,0.0083198
1.5588,0.0063291
1.5882,0.0082551
1.6176,0.0063736
1.6471,0.0083312
1.6765,0.010317
1.7059,0.008345
1.7353,0.01007
1.7647,0.0079779
1.7941,0.0058757
1.8235,0.0074336
1.8529,0.0054897
1.8824,0.0069235
1.9118,0.0083625
1.9412,0.0063012
1.9706,0.007398
2,0.0053322
2.0294,0.0032491
2.0588,0.0041667
2.0882,0.0022635
2.1176,0.002941
2.1471,0.0036125
2.1765,0.0016056
2.2372,0
2.2647,-0.0017524
2.2941,-0.0014722
2.2059,0.001975
2.2353,0.00012063
2.3235,-0.0031654
2.3529,-0.0030482
2.3824,-0.0028998
2.4118,-0.0044489
2.4412,-0.0044717
2.4706,-0.0057726
2.5,-0.0070229
2.5294,-0.0068703
2.5588,-0.0077848
2.5882,-0.0074992
2.6176,-0.0070916
2.6471,-0.007614
2.6765,-0.0071514
2.7059,-0.0073212
2.7353,-0.0073651
2.7647,-0.0065089
2.7941,-0.0061401
2.8235,-0.0050972
2.8529,-0.0039593
2.8824,-0.0032941
2.9118,-0.0020463
2.9412,-0.0012616
2.9706,-0.00048292
2.9821,0
3,0.00074235
3.0294,0.0015814
3.0588,0.0025594
3.0882,0.0034159
3.1176,0.003886
3.1471,0.0044235
3.1765,0.0045447
3.2059,0.0044806
3.2353,0.0044573
3.2647,0.0040422
3.2941,0.0037058
3.3235,0.0032609
3.3529,0.002517
3.456,0
3.4706,-0.00030667
3.3824,0.0017819
3.4118,0.0010264
3.4412,0.00031079
3.5,-0.00092514
3.5294,-0.0013265
3.5588,-0.0015974
3.5882,-0.0018229
3.6176,-0.0018097
3.6471,-0.0017858
3.6765,-0.0016738
3.7059,-0.0013956
3.7353,-0.0010607
3.7647,-0.00073185
3.7941,-0.00041525
3.8235,-0.0001169
3.8358,0
3.8529,0.00016271
3.8824,0.0003569
3.9118,0.00049037
3.9412,0.00058801
3.9706,0.00057576
4,0.00056333
4.0294,0.00051997
4.0588,0.00041472
4.1735,0
4.1765,-9.0326e-06
4.0882,0.00029272
4.1176,0.00018013
4.1471,7.8896e-05
4.2059,-7.7495e-05
4.2353,-0.00012198
4.2647,-0.0001473
4.2941,-0.00015823
4.3235,-0.00013533
4.3529,-0.0001186
4.3824,-9.8158e-05
4.4118,-6.4137e-05
4.4412,-3.5047e-05
4.4706,-8.4964e-06
4.4824,0
4.5,1.2673e-05
4.5294,2.5626e-05
4.5588,3.1816e-05
4.5882,3.3524e-05
4.6176,3.2138e-05
4.6471,2.9047e-05
4.6765,1.9906e-05
4.7059,1.4247e-05
4.7353,9.3502e-06
4.7647,2.4947e-06
4.7948,0
4.8235,-3.334e-06
4.8529,-5.7568e-06
4.8824,-5.2117e-06
4.7941,7.4746e-08
4.9118,-5.5003e-06
4.9412,-4.5824e-06
4.9706,-3.8162e-06
5,-4.5577e-06
