"x","y"
-5,-0.0064339
-4.9706,-0.0044232
-4.9412,-0.0063954
-4.9118,-0.0083481
-4.8824,-0.0062482
-4.8529,-0.00812
-4.8235,-0.0059713
-4.7941,-0.0037923
-4.7647,-0.0055741
-4.7353,-0.0033897
-4.7059,-0.0051107
-4.6765,-0.0068178
-4.6471,-0.0045586
-4.6176,-0.0061703
-4.5882,-0.0038991
-4.5588,-0.0016136
-4.5294,-0.0031509
-4.5,-0.00088505
-4.4706,-0.0023475
-4.4412,-0.0038039
-4.4118,-0.0014947
-4.3824,-0.0028662
-4.3529,-0.00059787
-4.3452,0
-4.3235,0.0016775
-4.2941,0.00033947
-4.2647,0.0025634
-4.2353,0.0012982
-4.2059,3.3066e-05
-4.1765,0.0022245
-4.1471,0.0010387
-4.1176,0.003136
-4.0882,0.0052304
-4.0588,0.0040312
-4.0294,0.0059955
-4,0.0048491
-3.9706,0.0036834
-3.9412,0.0055544
-3.9118,0.0044829
-3.8824,0.0061952
-3.8529,0.007888
-3.8235,0.0067551
-3.7941,0.0082465
-3.7647,0.0071559
-3.7353,0.0060319
-3.7059,0.007393
-3.6765,0.0063697
-3.6471,0.0075379
-3.6176,0.0086806
-3.5882,0.0075705
-3.5588,0.008509
-3.5294,0.0074234
-3.5,0.0063075
-3.4706,0.0071329
-3.4412,0.0061112
-3.4118,0.0067827
-3.3824,0.0074394
-3.3529,0.0063594
-3.3235,0.00687
-3.2941,0.0058167
-3.2647,0.0047539
-3.2353,0.0052214
-3.2059,0.0042696
-3.1765,0.0046618
-3.1471,0.0050643
-3.1176,0.0041278
-3.0882,0.0044624
-3.0588,0.0035841
-3.0294,0.0027257
-3,0.0031038
-2.9706,0.0023714
-2.9412,0.0027546
-2.9118,0.0031684
-2.8824,0.0025138
-2.8529,0.0029248
-2.8235,0.0023396
-2.7941,0.001785
-2.7647,0.0022722
-2.7353,0.0018278
-2.7059,0.0023519
-2.6765,0.0029039
-2.6471,0.0025267
-2.6176,0.0030736
-2.5882,0.0027123
-2.5588,0.002363
-2.5294,0.0029287
-2.5,0.0026402
-2.4706,0.003222
-2.4412,0.0038043
-2.4118,0.0034993
-2.3824,0.0040103
-2.3529,0.0036346
-2.3235,0.0032435
-2.2941,0.0036892
-2.2647,0.0033173
-2.2353,0.0037522
-2.2059,0.0041676
-2.1765,0.0037162
-2.1471,0.0040133
-2.1176,0.0034639
-2.0882,0.0029005
-2.0588,0.0031321
-2.0294,0.002599
-2,0.0028402
-1.9706,0.0030768
-1.9412,0.0025039
-1.9118,0.0026652
-1.8824,0.0020585
-1.8529,0.0014687
-1.8235,0.0016523
-1.7941,0.0011334
-1.7647,0.0013698
-1.7353,0.0016293
-1.7059,0.0011501
-1.6765,0.0014104
-1.6471,0.00095805
-1.6176,0.00053533
-1.5882,0.00085272
-1.5588,0.00050757
-1.5294,0.00087165
-1.5,0.0012582
-1.4706,0.00094761
-1.4412,0.0013207
-1.4118,0.0010044
-1.3824,0.00069568
-1.3529,0.0010578
-1.3235,0.00079276
-1.2941,0.0011635
-1.2647,0.0015357
-1.2353,0.0012394
-1.2059,0.0015337
-1.1765,0.0011866
-1.1471,0.00083697
-1.1176,0.0010879
-1.0882,0.0007721
-1.0588,0.0010252
-1.0294,0.0012811
-1,0.0009349
-0.97059,0.0011231
-0.94118,0.00076047
-0.91176,0.00041169
-0.88235,0.00060293
-0.85294,0.00030932
-0.82353,0.00051488
-0.79412,0.00073784
-0.76471,0.00045474
-0.73529,0.00065465
-0.70588,0.00039111
-0.67647,0.00014252
-0.64706,0.00035395
-0.61765,0.00016627
-0.58824,0.00037161
-0.55882,0.00059
-0.52941,0.00040653
-0.5,0.00058604
-0.47059,0.00041214
-0.44118,0.00023338
-0.41176,0.00039432
-0.38235,0.00027327
-0.35294,0.00040509
-0.32353,0.0005333
-0.29412,0.00040233
-0.26471,0.00045632
-0.23529,0.00034758
-0.20588,0.00024975
-0.17647,0.0002982
-0.14706,0.00025056
-0.11765,0.00027712
-0.088235,0.00030805
-0.058824,0.00026815
-0.029412,0.0002655
0,0.00026452
0.029412,0.0002655
0.058824,0.00026815
0.088235,0.00030805
0.11765,0.00027712
0.14706,0.00025056
0.17647,0.0002982
0.20588,0.00024975
0.23529,0.00034758
0.26471,0.00045632
