"x","y"
-5,-0.0016159
-4.9706,-0.0015195
-4.9412,-0.0014729
-4.9118,-0.0013444
-4.8824,-0.00099956
-4.8529,-0.0007313
-4.8235,-0.0002832
-4.8065,0
-4.7941,0.00020811
-4.7647,0.00060883
-4.7353,0.001182
-4.7059,0.0015604
-4.6765,0.0019216
-4.6471,0.002441
-4.6176,0.002749
-4.5882,0.0031779
-4.5588,0.0035311
-4.5294,0.0036091
-4.5,0.0038191
-4.4706,0.003668
-4.4412,0.0034175
-4.4118,0.0033263
-4.3824,0.0028492
-4.3529,0.0026359
-4.3235,0.0023393
-4.2941,0.0016077
-4.2238,0
-4.2059,-0.00052901
-4.1765,-0.00099397
-4.2647,0.001193
-4.2353,0.00033996
-4.1471,-0.0019506
-4.1176,-0.0022911
-4.0882,-0.0025952
-4.0588,-0.0034352
-4.0294,-0.0035767
-4,-0.0043779
-3.9706,-0.0051101
-3.9412,-0.0050341
-3.9118,-0.0056801
-3.8824,-0.0053503
-3.8529,-0.0049684
-3.8235,-0.0054478
-3.7941,-0.0048479
-3.7647,-0.0053794
-3.7353,-0.0058691
-3.7059,-0.0051259
-3.6765,-0.0056451
-3.6471,-0.0047001
-3.6176,-0.0037458
-3.5882,-0.0042235
-3.5588,-0.0031077
-3.5294,-0.0037286
-3.5,-0.0043277
-3.4706,-0.0031168
-3.4412,-0.0038281
-3.4118,-0.0024171
-3.3824,-0.0010079
-3.3529,-0.0017062
-3.3235,-0.00011918
-3.2941,-0.00096918
-3.2647,-0.0018089
-3.2353,-0.00014823
-3.2059,-0.0011323
-3.1874,0
-3.1765,0.00066929
-3.1471,0.0024669
-3.1176,0.001441
-3.0882,0.0033562
-3.0588,0.0021621
-3.0294,0.00097751
-3,0.0028607
-2.9706,0.0015562
-2.9412,0.0035284
-2.9118,0.005495
-2.8824,0.0041087
-2.8529,0.0060855
-2.8235,0.0045631
-2.7941,0.0030498
-2.7647,0.0049728
-2.7353,0.0034296
-2.7059,0.0053817
-2.6765,0.0073282
-2.6471,0.0057173
-2.6176,0.0075817
-2.5882,0.0059098
-2.5588,0.0042468
-2.5294,0.0060433
-2.5,0.0044607
-2.4706,0.0062067
-2.4412,0.0079521
-2.4118,0.0063335
-2.3824,0.0078896
-2.3529,0.0063107
-2.3235,0.0047353
-2.2941,0.0062112
-2.2647,0.0048531
-2.2353,0.0061878
-2.2059,0.0075337
-2.1765,0.006171
-2.1471,0.0072536
-2.1176,0.005983
-2.0882,0.0047133
-2.0588,0.0057417
-2.0294,0.0047107
