"x","y"
-5,-0.0042502
-4.9706,-0.004127
-4.9412,-0.0039643
-4.9118,-0.0036727
-4.8824,-0.0031611
-4.8529,-0.0025883
-4.8235,-0.0019085
-4.7941,-0.0011746
-4.7647,-0.00043896
-4.7492,0
-4.7353,0.0003935
-4.7059,0.0010652
-4.6765,0.0016989
-4.6471,0.0024189
-4.6176,0.002928
-4.5882,0.003469
-4.5588,0.0039193
-4.5294,0.0041544
-4.5,0.0043804
-4.4706,0.00437
-4.4412,0.0042712
-4.4118,0.0042298
-4.3824,0.0039223
-4.3529,0.0037857
-4.3235,0.0035899
-4.2941,0.0031022
-4.2647,0.0028201
-4.2353,0.0022448
-4.2059,0.0016489
-4.1765,0.001302
-4.0867,0
-4.0588,-0.00065547
-4.1471,0.0006465
-4.1176,0.0003476
-4.0882,3.5826e-05
-4.0294,-0.00090326
-4,-0.0016314
-3.9706,-0.0023531
-3.9412,-0.0025758
-3.9118,-0.0033278
-3.8824,-0.0034194
-3.8529,-0.0034897
-3.8235,-0.0041701
-3.7941,-0.0041095
-3.7647,-0.0048191
-3.7353,-0.0054804
-3.7059,-0.0052626
-3.6765,-0.0059032
-3.6471,-0.0054511
-3.6176,-0.004955
-3.5882,-0.005451
-3.5588,-0.004744
-3.5294,-0.0053017
-3.5,-0.005809
-3.4706,-0.0049283
-3.4412,-0.0054597
-3.4118,-0.004341
-3.3824,-0.0032065
-3.3529,-0.0036745
-3.3235,-0.0023455
-3.2941,-0.002962
-3.2647,-0.0035586
-3.2353,-0.0021333
-3.2059,-0.0028603
-3.1765,-0.0012499
-3.1534,0
-3.1336,0
-3.1176,-0.00040831
-3.1471,0.00034742
-3.1108,0
-3.0452,0
-3.0294,-0.00049796
-3.0212,0
-3.0882,0.0013616
-3.0588,0.00042682
-3,0.0012786
-2.9706,0.0001948
-2.9412,0.0020999
-2.9118,0.0040049
-2.8824,0.002846
-2.8529,0.004829
-2.8235,0.0034897
-2.7941,0.0021601
-2.7647,0.0040971
-2.7353,0.0026715
-2.7059,0.0046896
-2.6765,0.0067017
-2.6471,0.0051877
-2.6176,0.007173
-2.5882,0.0055289
-2.5588,0.0038955
-2.5294,0.0058166
-2.5,0.0041888
-2.4706,0.006123
-2.4412,0.0080527
-2.4118,0.006359
-2.3824,0.0081616
-2.3529,0.0064271
-2.3235,0.0047034
-2.2941,0.0064298
-2.2647,0.004839
-2.2353,0.0064903
-2.2059,0.0081472
-2.1765,0.0065339
-2.1471,0.0079458
-2.1176,0.0064027
-2.0882,0.0048633
-2.0588,0.0061964
-2.0294,0.0049198
-2,0.0061077
-1.9706,0.0073112
-1.9412,0.0060315
-1.9118,0.0069734
-1.8824,0.0057622
-1.8529,0.0045564
-1.8235,0.0054584
-1.7941,0.0044851
-1.7647,0.0053128
-1.7353,0.006156
-1.7059,0.0051763
-1.6765,0.0058399
-1.6471,0.004849
-1.6176,0.0038701
-1.5882,0.0045203
-1.5588,0.0037186
-1.5294,0.0043702
-1.5,0.0050375
-1.4706,0.0042294
-1.4412,0.0047624
-1.4118,0.0039014
-1.3824,0.0030576
-1.3529,0.0035874
-1.3235,0.0028898
-1.2941,0.0034597
-1.2647,0.0040471
-1.2353,0.0033424
-1.2059,0.0038131
-1.1765,0.0030445
-1.1471,0.0022969
-1.1176,0.0027669
