 #Line, #Time, #Iter	L2Norm MomentumX    L2Norm MomentumY    L2Norm ContiEq      L2Norm Total        
   327,    66,     1	1.164137E-001       2.415941E-001       9.880413E-004       2.681806E-001       
   328,    66,     2	1.347665E-004       1.190282E-005       5.975865E-014       1.352911E-004       
   329,    66,     3	4.264046E-007       1.764763E-007       4.935792E-014       4.614811E-007       
   330,    66,     4	1.598108E-009       4.059471E-010       3.570363E-014       1.648861E-009       
   331,    66,     5	3.613655E-011       1.538051E-012       4.328063E-014       3.616929E-011       
   332,    67,     1	1.356543E-001       2.982071E-001       1.190120E-003       3.276140E-001       
   333,    67,     2	1.333297E-004       1.161769E-005       7.952082E-014       1.338349E-004       
   334,    67,     3	4.199305E-007       1.722847E-007       7.219560E-014       4.538983E-007       
   335,    67,     4	1.583526E-009       3.958788E-010       8.816950E-014       1.632261E-009       
   336,    67,     5	1.017744E-010       6.768642E-012       1.556203E-013       1.019993E-010       
   337,    68,     1	1.309015E-001       2.728776E-001       7.598874E-004       3.026516E-001       
   338,    68,     2	1.310728E-004       1.134459E-005       1.049325E-013       1.315628E-004       
   339,    68,     3	4.123390E-007       1.681373E-007       1.000182E-013       4.453017E-007       
   340,    68,     4	1.554774E-009       3.866914E-010       1.326256E-013       1.602140E-009       
   341,    68,     5	6.390418E-011       1.498907E-012       1.108584E-013       6.392185E-011       
   342,    69,     1	1.239222E-001       2.485212E-001       2.562373E-003       2.777158E-001       
   343,    69,     2	1.462549E-004       1.582057E-005       2.697915E-013       1.471081E-004       
   344,    69,     3	5.447000E-007       1.740738E-007       2.764974E-013       5.718389E-007       
   345,    69,     4	2.402891E-009       5.268702E-010       1.132688E-013       2.459975E-009       
   346,    69,     5	5.478775E-011       2.152291E-012       3.070368E-013       5.483087E-011       
   347,    70,     1	1.179648E-001       2.247708E-001       6.044641E-004       2.538463E-001       
   348,    70,     2	1.310604E-004       1.133856E-005       2.447010E-014       1.315499E-004       
   349,    70,     3	4.014690E-007       1.628163E-007       2.177757E-014       4.332280E-007       
   350,    70,     4	1.540517E-009       3.858590E-010       1.895465E-014       1.588106E-009       
   351,    70,     5	1.285468E-011       1.409530E-012       2.093761E-014       1.293174E-011       
   352,    71,     1	1.190658E-001       2.473371E-001       1.601324E-003       2.745084E-001       
   353,    71,     2	1.347406E-004       1.179418E-005       1.613375E-013       1.352558E-004       
   354,    71,     3	5.547205E-007       1.622519E-007       4.099507E-013       5.779624E-007       
   355,    71,     4	2.786620E-009       4.721332E-010       2.995489E-013       2.826333E-009       
   356,    71,     5	1.984644E-010       8.171379E-012       3.352340E-013       1.986328E-010       
   357,    72,     1	1.147082E-001       2.238412E-001       8.804583E-004       2.515226E-001       
   358,    72,     2	1.291395E-004       1.120304E-005       1.588071E-013       1.296245E-004       
   359,    72,     3	3.959339E-007       1.587141E-007       8.800734E-014       4.265605E-007       
   360,    72,     4	1.514170E-009       3.747388E-010       1.599414E-013       1.559853E-009       
   361,    72,     5	4.409835E-011       1.413259E-012       8.289609E-014       4.412107E-011       
   362,    73,     1	1.121846E-001       2.114951E-001       7.938118E-004       2.394080E-001       
   363,    73,     2	1.273478E-004       1.102595E-005       8.680475E-014       1.278242E-004       
   364,    73,     3	3.891808E-007       1.552576E-007       7.079567E-014       4.190067E-007       
   365,    73,     4	1.474412E-009       3.660854E-010       8.268325E-014       1.519180E-009       
   366,    73,     5	1.407366E-010       1.711170E-012       9.421642E-014       1.407471E-010       
   367,    74,     1	1.125366E-001       2.095548E-001       7.472432E-004       2.378619E-001       
   368,    74,     2	1.258675E-004       1.084589E-005       3.096944E-014       1.263340E-004       
   369,    74,     3	3.843076E-007       1.523839E-007       3.799350E-014       4.134165E-007       
   370,    74,     4	1.447579E-009       3.606854E-010       7.197660E-014       1.491837E-009       
   371,    74,     5	3.354913E-011       1.365921E-012       3.789537E-014       3.357695E-011       
   372,    75,     1	1.136808E-001       2.132112E-001       7.304690E-004       2.416255E-001       
   373,    75,     2	1.244679E-004       1.066643E-005       3.166942E-014       1.249241E-004       
   374,    75,     3	3.798200E-007       1.497508E-007       3.183851E-014       4.082751E-007       
   375,    75,     4	1.434132E-009       3.562648E-010       3.138384E-014       1.477721E-009       
   376,    75,     5	2.114664E-011       1.360907E-012       2.909296E-014       2.119041E-011       
   377,    76,     1	1.145492E-001       2.189955E-001       7.335221E-004       2.471459E-001       
   378,    76,     2	1.231517E-004       1.046346E-005       4.535156E-014       1.235954E-004       
   379,    76,     3	3.756384E-007       1.472830E-007       2.570933E-014       4.034805E-007       
   380,    76,     4	1.422302E-009       3.523890E-010       2.963051E-014       1.465306E-009       
   381,    76,     5	1.278671E-011       1.358082E-012       3.302937E-014       1.285867E-011       
   382,    77,     1	1.157687E-001       2.278900E-001       7.483311E-004       2.556106E-001       
   383,    77,     2	1.219576E-004       1.024800E-005       3.298223E-014       1.223874E-004       
   384,    77,     3	3.719767E-007       1.449433E-007       2.973713E-014       3.992183E-007       
   385,    77,     4	1.415624E-009       3.489637E-010       2.693307E-014       1.458001E-009       
   386,    77,     5	5.355657E-011       1.361940E-012       2.146412E-014       5.357389E-011       
   387,    78,     1	1.189122E-001       2.421650E-001       7.754575E-004       2.697862E-001       
   388,    78,     2	1.207727E-004       1.007306E-005       8.634861E-014       1.211920E-004       
   389,    78,     3	3.681707E-007       1.426143E-007       7.013981E-014       3.948272E-007       
   390,    78,     4	1.411504E-009       3.461197E-010       8.176313E-014       1.453321E-009       
   391,    78,     5	1.120488E-010       1.429704E-012       5.212668E-014       1.120579E-010       
   392,    79,     1	1.161510E-001       2.493882E-001       7.698569E-004       2.751111E-001       
   393,    79,     2	1.195587E-004       9.937161E-006       1.106747E-013       1.199710E-004       
   394,    79,     3	3.645077E-007       1.404405E-007       9.095228E-014       3.906269E-007       
   395,    79,     4	1.400977E-009       3.423748E-010       9.446348E-014       1.442206E-009       
   396,    79,     5	1.063791E-010       1.388984E-012       7.248277E-014       1.063882E-010       
   397,    80,     1	1.140165E-001       2.564613E-001       7.896461E-004       2.806649E-001       
   398,    80,     2	1.183909E-004       9.777290E-006       1.033758E-013       1.187940E-004       
   399,    80,     3	3.610256E-007       1.382520E-007       7.976104E-014       3.865917E-007       
   400,    80,     4	1.396931E-009       3.394476E-010       8.836935E-014       1.437581E-009       
   401,    80,     5	5.755281E-011       1.485223E-012       1.021324E-013       5.757207E-011       
   402,    81,     1	9.984645E-002       2.114183E-001       8.630140E-004       2.338114E-001       
   403,    81,     2	1.173615E-004       9.737589E-006       3.736762E-014       1.177648E-004       
   404,    81,     3	3.582850E-007       1.360565E-007       4.658768E-014       3.832486E-007       
   405,    81,     4	1.382320E-009       3.355656E-010       4.272681E-014       1.422467E-009       
   406,    81,     5	2.005543E-011       1.339833E-012       3.182804E-014       2.010016E-011       
   407,    82,     1	1.004881E-001       2.120134E-001       8.730717E-004       2.346237E-001       
   408,    82,     2	1.161503E-004       9.574264E-006       3.427895E-014       1.165443E-004       
   409,    82,     3	3.544729E-007       1.339206E-007       2.937551E-014       3.789271E-007       
   410,    82,     4	1.376291E-009       3.327219E-010       2.879478E-014       1.415938E-009       
   411,    82,     5	3.486770E-011       1.341050E-012       3.549693E-014       3.489350E-011       
   412,    83,     1	1.220151E-001       2.656347E-001       2.505966E-003       2.923281E-001       
   413,    83,     2	1.318070E-004       1.205521E-005       9.313296E-014       1.323571E-004       
   414,    83,     3	4.622714E-007       1.439526E-007       7.682754E-014       4.841665E-007       
   415,    83,     4	2.234331E-009       4.928178E-010       1.481754E-013       2.288035E-009       
   416,    83,     5	3.759545E-011       2.212785E-012       1.624729E-013       3.766086E-011       
   417,    84,     1	1.143218E-001       2.450835E-001       6.168941E-004       2.704363E-001       
   418,    84,     2	1.161309E-004       9.287249E-006       7.980952E-014       1.165016E-004       
   419,    84,     3	3.567727E-007       1.320142E-007       1.154873E-013       3.804136E-007       
   420,    84,     4	1.425620E-009       3.324822E-010       1.020100E-013       1.463877E-009       
   421,    84,     5	2.826387E-011       1.557915E-012       1.008492E-013       2.830695E-011       
   422,    85,     1	1.140626E-001       2.447151E-001       7.355519E-004       2.699931E-001       
   423,    85,     2	1.150622E-004       9.179180E-006       1.604613E-013       1.154277E-004       
   424,    85,     3	3.521966E-007       1.303467E-007       1.514453E-013       3.755432E-007       
   425,    85,     4	1.416504E-009       3.296294E-010       2.458145E-013       1.454352E-009       
   426,    85,     5	6.169409E-011       1.302486E-012       1.248945E-013       6.170797E-011       
   427,    86,     1	1.061652E-001       2.165267E-001       8.141732E-004       2.411546E-001       
   428,    86,     2	1.140898E-004       9.137766E-006       5.609949E-013       1.144552E-004       
   429,    86,     3	3.483963E-007       1.279548E-007       2.618190E-013       3.711501E-007       
   430,    86,     4	1.404641E-009       3.243031E-010       6.566489E-013       1.441593E-009       
   431,    86,     5	3.226883E-011       2.845343E-012       8.452351E-013       3.240506E-011       
   432,    87,     1	1.025376E-001       1.998711E-001       5.662392E-004       2.246392E-001       
   433,    87,     2	1.129763E-004       9.035446E-006       2.848569E-014       1.133371E-004       
   434,    87,     3	3.450292E-007       1.258752E-007       3.020174E-014       3.672733E-007       
   435,    87,     4	1.390888E-009       3.194877E-010       2.627524E-014       1.427110E-009       
   436,    87,     5	1.384845E-011       1.271654E-012       2.178932E-014       1.390673E-011       
   437,    88,     1	1.043961E-001       2.196057E-001       9.494012E-004       2.431587E-001       
   438,    88,     2	1.130691E-004       8.982112E-006       2.097924E-013       1.134253E-004       
   439,    88,     3	3.439356E-007       1.237960E-007       2.279324E-013       3.655368E-007       
   440,    88,     4	1.389361E-009       3.149376E-010       2.991897E-013       1.424608E-009       
   441,    88,     5	5.107240E-011       1.676867E-012       1.279719E-013       5.110008E-011       
   442,    89,     1	9.936255E-002       1.967094E-001       7.887605E-004       2.203818E-001       
   443,    89,     2	1.115050E-004       8.711943E-006       1.099381E-013       1.118449E-004       
   444,    89,     3	3.392755E-007       1.217468E-007       9.600166E-014       3.604582E-007       
   445,    89,     4	1.375142E-009       3.102186E-010       1.898476E-013       1.409699E-009       
   446,    89,     5	4.687297E-011       1.241465E-012       9.290216E-014       4.688950E-011       
   447,    90,     1	9.796141E-002       1.866928E-001       7.338299E-004       2.108345E-001       
   448,    90,     2	1.103395E-004       8.616074E-006       9.914015E-014       1.106754E-004       
   449,    90,     3	3.354383E-007       1.192418E-007       1.190229E-013       3.560021E-007       
   450,    90,     4	1.364337E-009       3.039369E-010       7.698892E-014       1.397782E-009       
   451,    90,     5	7.168553E-011       1.222124E-012       7.228855E-014       7.169598E-011       
   452,    91,     1	9.922737E-002       1.889183E-001       6.849429E-004       2.133932E-001       
   453,    91,     2	1.093469E-004       8.501127E-006       3.259424E-014       1.096768E-004       
   454,    91,     3	3.320015E-007       1.169285E-007       5.245562E-014       3.519904E-007       
   455,    91,     4	1.354984E-009       2.982206E-010       3.994065E-014       1.387414E-009       
   456,    91,     5	1.826900E-011       1.200152E-012       3.085610E-014       1.830841E-011       
   457,    92,     1	1.006553E-001       1.936874E-001       6.762300E-004       2.182814E-001       
   458,    92,     2	1.083525E-004       8.378642E-006       3.143639E-014       1.086760E-004       
   459,    92,     3	3.284279E-007       1.146566E-007       2.263349E-014       3.478664E-007       
   460,    92,     4	1.345432E-009       2.924521E-010       3.287556E-014       1.376850E-009       
   461,    92,     5	2.320345E-011       1.178084E-012       3.364857E-014       2.323336E-011       
   462,    93,     1	1.018379E-001       2.002744E-001       6.842167E-004       2.246803E-001       
   463,    93,     2	1.073802E-004       8.233696E-006       3.263550E-014       1.076954E-004       
   464,    93,     3	3.248829E-007       1.124259E-007       3.648617E-014       3.437855E-007       
   465,    93,     4	1.336186E-009       2.865890E-010       2.826117E-014       1.366575E-009       
   466,    93,     5	1.637016E-011       1.158431E-012       2.277640E-014       1.641111E-011       
   467,    94,     1	1.046503E-001       2.105760E-001       7.111791E-004       2.351477E-001       
   468,    94,     2	1.064704E-004       8.086950E-006       6.682252E-014       1.067771E-004       
   469,    94,     3	3.214896E-007       1.102564E-007       1.274257E-013       3.398707E-007       
   470,    94,     4	1.330010E-009       2.808174E-010       5.258323E-014       1.359333E-009       
   471,    94,     5	3.598262E-011       1.183418E-012       5.355140E-014       3.600212E-011       
   472,    95,     1	1.056695E-001       2.230928E-001       7.145996E-004       2.468541E-001       
   473,    95,     2	1.054527E-004       8.003723E-006       8.389002E-014       1.057560E-004       
   474,    95,     3	3.177829E-007       1.080129E-007       4.287472E-014       3.356378E-007       
   475,    95,     4	1.318961E-009       2.747914E-010       6.260370E-014       1.347282E-009       
   476,    95,     5	9.995718E-011       1.178840E-012       8.445658E-014       9.996417E-011       
   477,    96,     1	1.035577E-001       2.299492E-001       7.240049E-004       2.521931E-001       
   478,    96,     2	1.044117E-004       7.919757E-006       6.529333E-014       1.047116E-004       
   479,    96,     3	3.142004E-007       1.059461E-007       1.017255E-013       3.315817E-007       
   480,    96,     4	1.312435E-009       2.686288E-010       9.783050E-014       1.339644E-009       
   481,    96,     5	8.757040E-011       1.196704E-012       6.097335E-014       8.757860E-011       
   482,    97,     1	8.976224E-002       1.913356E-001       7.985251E-004       2.113462E-001       
   483,    97,     2	1.034552E-004       7.919978E-006       5.058411E-014       1.037579E-004       
   484,    97,     3	3.111198E-007       1.037859E-007       3.831445E-014       3.279741E-007       
   485,    97,     4	1.298912E-009       2.623255E-010       6.383725E-014       1.325137E-009       
   486,    97,     5	2.446220E-011       1.091202E-012       2.878575E-014       2.448654E-011       
   487,    98,     1	8.996888E-002       1.921166E-001       7.832263E-004       2.121410E-001       
   488,    98,     2	1.022787E-004       7.809268E-006       3.128573E-014       1.025764E-004       
   489,    98,     3	3.070449E-007       1.017480E-007       5.127842E-014       3.234644E-007       
   490,    98,     4	1.286916E-009       2.566289E-010       3.624976E-014       1.312254E-009       
   491,    98,     5	1.209118E-011       1.076486E-012       3.887506E-014       1.213907E-011       
   492,    99,     1	9.028906E-002       1.952385E-001       8.386823E-004       2.151067E-001       
   493,    99,     2	1.012238E-004       7.744646E-006       3.787690E-014       1.015197E-004       
   494,    99,     3	3.035368E-007       9.978091E-008       4.030207E-014       3.195165E-007       
   495,    99,     4	1.276626E-009       2.507357E-010       4.110956E-014       1.301016E-009       
   496,    99,     5	2.257592E-011       1.063443E-012       4.030348E-014       2.260099E-011       
   497,   100,     1	1.086889E-001       2.439210E-001       1.004605E-003       2.670426E-001       
   498,   100,     2	1.004709E-004       7.548302E-006       1.798123E-013       1.007541E-004       
   499,   100,     3	3.009751E-007       9.807237E-008       1.083441E-013       3.165504E-007       
   500,   100,     4	1.273809E-009       2.456674E-010       8.167717E-014       1.297282E-009       
   501,   100,     5	7.921922E-011       1.754278E-012       1.154443E-013       7.923873E-011       
