   2.7894002789399879e-03	   1.6050279329608941e+00	
   9.7629009762900912e-02	   1.5027932960893859e+00	
   2.1617852161785209e-01	   1.4458100558659219e+00	
   3.5285913528591356e-01	   1.4189944134078214e+00	
   5.2998605299860535e-01	   1.4005586592178774e+00	
   6.9456066945606676e-01	   1.3905027932960896e+00	
   8.1311018131101809e-01	   1.3821229050279331e+00	
   9.2887029288702905e-01	   1.3653631284916203e+00	
   9.7350069735006961e-01	   1.2229050279329612e+00	
   9.9023709902370982e-01	   1.0050279329608940e+00	
   9.9721059972105974e-01	   8.1564245810055891e-01	
   1.0027894002789399e+00	   5.5921787709497228e-01	
   1.0041841004184098e+00	   3.9162011173184352e-01	
