  -1.5174506828528611e-03	  -3.6898496846848872e-06	
   2.7314112291350518e-02	   1.6781251873751790e-01	
   5.9180576631259509e-02	   2.7362633814704984e-01	
   9.5599393019726864e-02	   3.1500800236150384e-01	
   1.5933232169954475e-01	   2.2511588434166163e-01	
   2.1396054628224578e-01	   1.1575980923477136e-01	
   2.7617602427921090e-01	   3.6808095530208418e-02	
   3.9908952959028826e-01	  -1.0458878931419502e-02	
   5.8725341426403643e-01	  -1.1445913722089640e-02	
   7.1168437025796638e-01	  -6.4314080005163921e-03	
   8.3459787556904397e-01	  -6.7072242644515112e-02	
   8.9681335356600889e-01	  -1.7885070406944281e-01	
   9.5751138088012144e-01	  -2.9306262136146216e-01	
   9.8786039453717756e-01	  -1.7509259216552647e-01	
   9.9848254931714708e-01	  -3.6898496845738649e-06	
