  -5.6853736455555826e-03	   1.5793103448275869e+00	
   9.1435299542204553e-03	   1.3689655172413797e+00	
   2.5615057800612420e-02	   1.0706896551724143e+00	
   4.9155221816025996e-02	   8.1206896551724173e-01	
   8.9739156209860713e-02	   6.1551724137931085e-01	
   2.4739403221025588e-01	   5.8965517241379350e-01	
   3.9784853275368065e-01	   5.7931034482758648e-01	
   5.5833580344498235e-01	   5.6724137931034524e-01	
   7.2742729638046344e-01	   5.5172413793103492e-01	
   8.7938033132430926e-01	   5.1379310344827611e-01	
   9.9999588314725163e-01	   4.0000000000000030e-01	
