NoOfCores	runtime_per_iter	Speedup
8	1.3739541506493507	1
16	2.2119201848214285	0.6211590092977392
32	3.55470671	0.3865168810648096
64	5.955002564444444	0.23072267992843928
128	19.50134979728916	0.07045431033908951
256	43.86766473962264	0.03132043063619825
