-0.883280544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.087487780	0.239596027	0.013986169	0.000587674	0.000017511	-6.940380810e-8	-1.632905170e-8	8.412174150e-10	2.345814790e-11	-5.502004330e-13	2.061478930e-15	1.935376710e-17	0	0	0	0	0	0	0	0	0	0
-1.661249830	-0.379995555	-0.042434094	-0.003221119	-0.000234336	-0.000013611	2.591238530e-7	2.953216280e-8	-3.899060780e-9	-1.647727760e-11	3.784776240e-12	-6.081607900e-14	0	0	0	0	0	0	0	0	0	0
0.657948647	0.228484536	0.038799496	0.004251696	0.000398159	0.000045909	2.579020750e-6	-3.478173990e-7	-3.990316750e-9	4.371427610e-9	-1.458693960e-10	-8.200740010e-13	7.109168130e-14	0	0	0	0	0	0	0	0	0
-0.302790068	-0.142457369	-0.033607900	-0.005085422	-0.000570387	-0.000069403	-9.915694500e-6	-5.609206800e-8	1.521656620e-7	-1.040874010e-8	-1.993445220e-9	1.653898570e-10	-3.435982820e-12	0	0	0	0	0	0	0	0	0
0.156955797	0.091972955	0.027984529	0.005723398	0.000838825	0.000103399	0.000015835	1.916644850e-6	-1.986282480e-7	-2.817436870e-8	8.464788860e-9	4.550796910e-11	-4.784583430e-11	1.540049310e-12	0	0	0	0	0	0	0	0
-0.086191336	-0.058738313	-0.020921295	-0.005344795	-0.001023476	-0.000151923	-0.000020937	-3.507670940e-6	-2.322632810e-7	9.025117960e-8	-3.524068410e-9	-3.444648590e-9	3.568106100e-10	-9.183002890e-12	0	0	0	0	0	0	0	0
0.049397398	0.038013224	0.014526269	0.004097108	0.000943566	0.000175425	0.000027093	3.810093270e-6	5.525761310e-7	9.472310830e-9	-1.820583930e-8	2.492734590e-9	7.964027170e-10	-1.348955120e-10	5.158469710e-12	0	0	0	0	0	0	0
-0.029169565	-0.025818022	-0.010428638	-0.002883425	-0.000682368	-0.000142427	-0.000026725	-4.546050760e-6	-4.438673850e-7	5.643675330e-9	-5.666455710e-9	-1.964503930e-9	3.030848250e-11	-5.768074840e-12	3.396404010e-12	0	0	0	0	0	0	0
0.017223956	0.018158421	0.008304886	0.002291852	0.000483616	0.000091679	0.000015407	3.059896800e-6	7.762863990e-7	2.203313000e-8	-4.218040180e-8	8.896121200e-10	2.647894120e-9	-9.887173860e-11	-6.941250290e-11	5.667681070e-12	0	0	0	0	0	0
-0.009796419	-0.012516438	-0.006927576	-0.002194810	-0.000458107	-0.000074600	-9.948601970e-6	-9.385907300e-8	1.503464800e-7	-1.315487240e-7	-3.261288130e-8	1.114697090e-8	2.554230480e-9	-4.871651050e-10	-6.632287680e-11	1.258308940e-11	0	0	0	0	0	0
0.005204684	0.008024494	0.005468547	0.002159987	0.000544729	0.000093216	0.000013258	1.880347230e-6	-2.961194830e-7	-2.910366080e-7	-2.308847850e-8	2.029685000e-8	3.004213990e-9	-8.969984050e-10	-1.781798240e-10	1.154019220e-11	2.790326120e-12	0	0	0	0	0
-0.002533036	-0.004641946	-0.003839864	-0.001893591	-0.000617054	-0.000136480	-0.000019932	-2.611708860e-6	-8.496307030e-7	-1.557372290e-7	7.183438550e-8	3.406957980e-8	5.608269060e-10	-1.884304080e-9	-2.256505410e-10	3.772709280e-11	6.848903280e-12	0	0	0	0	0
0.001117243	0.002393759	0.002349224	0.001401939	0.000572229	0.000169739	0.000036195	4.489283860e-6	9.750747590e-8	1.450688840e-7	1.323951470e-7	2.605993850e-8	-5.602032490e-9	-2.941531980e-9	-2.431608430e-10	6.615082690e-11	1.412331680e-11	7.158875510e-13	0	0	0	0
-0.000443532	-0.001097060	-0.001255014	-0.000880521	-0.000426362	-0.000154257	-0.000044773	-0.000010565	-1.572052820e-6	9.947425620e-8	9.461891390e-8	-5.334253410e-9	-1.376245420e-8	-3.509558310e-9	-5.073817130e-11	1.350516610e-10	2.561222270e-11	1.586288080e-12	0	0	0	0
0.000157209	0.000444881	0.000587751	0.000479980	0.000270394	0.000111617	0.000035911	0.000010138	2.892798540e-6	7.531721760e-7	9.825374200e-8	-2.701975930e-8	-1.596712960e-8	-2.394422830e-9	3.979931040e-10	2.275867920e-10	4.044898030e-11	3.348227720e-12	1.024278080e-13	0	0	0
-0.000049211	-0.000157907	-0.000238689	-0.000225857	-0.000149625	-0.000073048	-0.000026655	-7.212420440e-6	-1.530120160e-6	-3.979916110e-7	-1.778166780e-7	-7.085241080e-8	-1.620745930e-8	-5.176602940e-10	9.114685720e-10	3.113713270e-10	5.192223290e-11	4.663667440e-12	1.815863410e-13	0	0	0
