NoOfCores	runtime_per_iter	Speedup
8	0.56059975	1
16	0.7415622044117647	0.7559713084955415
32	0.9723575261627907	0.5765366492428888
64	0.7926864910714284	0.707214966212266
128	1.496154244128788	0.3746938206404231
256	2.6544124542194094	0.21119541882380788
512	5.9353869939349115	0.09445041251275613
